Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,70.55000305175781,69.36000061035156,69.68000030517578,70.29000091552734,1477100.0,69.17034149169922
2019-06-11,72.5999984741211,69.80999755859375,72.25,70.08999633789062,1748200.0,68.9735336303711
2019-06-12,70.29000091552734,68.93000030517578,70.08000183105469,70.29000091552734,1546800.0,69.17034149169922
2019-06-13,70.70999908447266,69.88999938964844,70.55999755859375,70.30000305175781,1886900.0,69.18019104003906
2019-06-14,70.44999694824219,69.73999786376953,70.30999755859375,69.97000122070312,1602700.0,68.8554458618164
2019-06-17,70.5999984741211,69.88999938964844,70.25,70.29000091552734,1149200.0,69.17034149169922
2019-06-18,72.22000122070312,70.56999969482422,70.80000305175781,71.91000366210938,2350400.0,70.76454162597656
2019-06-19,72.7300033569336,71.88999938964844,71.88999938964844,72.6500015258789,1916700.0,71.49274444580078
2019-06-20,73.41999816894531,72.36000061035156,73.22000122070312,73.31999969482422,2077800.0,72.15208435058594
2019-06-21,73.54000091552734,72.55000305175781,73.13999938964844,73.33999633789062,3096200.0,72.17176055908203
2019-06-24,73.68000030517578,72.26000213623047,73.33000183105469,73.13999938964844,1251600.0,71.9749526977539
2019-06-25,73.62999725341797,72.41000366210938,73.19000244140625,72.51000213623047,1340400.0,71.35498809814453
2019-06-26,73.18000030517578,72.04000091552734,72.63999938964844,72.13999938964844,1583800.0,70.99087524414062
2019-06-27,73.27999877929688,72.19999694824219,72.55000305175781,73.19000244140625,1480200.0,72.02415466308594
2019-06-28,74.69999694824219,73.0999984741211,73.26000213623047,74.66999816894531,3159700.0,73.4805679321289
2019-07-01,75.88999938964844,74.91999816894531,75.5999984741211,75.77999877929688,2753200.0,74.73704528808594
2019-07-02,76.18000030517578,75.25,75.8499984741211,75.61000061035156,1877000.0,74.56937408447266
2019-07-03,76.93000030517578,75.69999694824219,75.86000061035156,76.80000305175781,1153100.0,75.74300384521484
2019-07-05,76.47000122070312,75.30000305175781,76.33999633789062,75.75,1493100.0,74.70745849609375
2019-07-08,75.98999786376953,73.5,75.52999877929688,73.83999633789062,2217400.0,72.82373046875
2019-07-09,74.08000183105469,73.11000061035156,73.48999786376953,73.44999694824219,2092200.0,72.4391098022461
2019-07-10,73.94000244140625,73.12999725341797,73.58000183105469,73.37000274658203,1785200.0,72.36021423339844
2019-07-11,73.77999877929688,71.4800033569336,73.7699966430664,71.73999786376953,6562400.0,70.75263977050781
2019-07-12,72.2699966430664,70.83000183105469,71.27999877929688,71.6500015258789,2542400.0,70.66387939453125
2019-07-15,71.0199966430664,69.48999786376953,71.0199966430664,70.55000305175781,3955300.0,69.57903289794922
2019-07-16,70.36000061035156,69.33000183105469,70.0,69.94999694824219,3067200.0,68.98727416992188
2019-07-17,70.55999755859375,69.58999633789062,70.30999755859375,69.58999633789062,2402300.0,68.63223266601562
2019-07-18,70.61000061035156,69.66000366210938,70.01000213623047,70.12999725341797,2713000.0,69.16480255126953
2019-07-19,70.58000183105469,68.5999984741211,70.58000183105469,68.69999694824219,2694400.0,67.75447845458984
2019-07-22,69.47000122070312,68.45999908447266,68.91000366210938,69.08999633789062,3103300.0,68.13910675048828
2019-07-23,70.16999816894531,69.16000366210938,69.4000015258789,69.88999938964844,3304200.0,68.9281005859375
2019-07-24,69.58000183105469,68.62000274658203,69.25,69.58000183105469,3190400.0,68.62238311767578
2019-07-25,70.01000213623047,69.55000305175781,69.75,69.8499984741211,1904700.0,68.88864135742188
2019-07-26,70.19000244140625,69.3499984741211,70.12999725341797,69.5,2392600.0,68.54348754882812
2019-07-29,70.5,69.37999725341797,69.5,70.37000274658203,2750000.0,69.40149688720703
2019-07-30,70.18000030517578,68.0999984741211,69.25,70.1500015258789,2871800.0,69.18452453613281
2019-07-31,70.66000366210938,68.91999816894531,70.19000244140625,69.41000366210938,3846100.0,68.45471954345703
2019-08-01,70.68000030517578,68.38999938964844,69.62999725341797,69.20999908447266,2494100.0,68.25746154785156
2019-08-02,69.12999725341797,67.55999755859375,69.12000274658203,68.08000183105469,2803500.0,67.14302062988281
2019-08-05,67.16999816894531,65.66000366210938,66.83999633789062,65.86000061035156,3273100.0,64.95357513427734
2019-08-06,67.68000030517578,66.04000091552734,66.41000366210938,67.66000366210938,2436200.0,66.72880554199219
2019-08-07,68.2699966430664,66.4800033569336,66.87000274658203,67.97000122070312,2172900.0,67.03453063964844
2019-08-08,69.51000213623047,68.0999984741211,68.43000030517578,69.48999786376953,2014300.0,68.53360748291016
2019-08-09,68.94000244140625,67.81999969482422,68.94000244140625,68.63999938964844,1866200.0,67.6953125
2019-08-12,68.37999725341797,66.5,68.22000122070312,66.62999725341797,1961900.0,65.71296691894531
2019-08-13,68.77999877929688,66.5,66.91000366210938,67.63999938964844,3164300.0,66.70907592773438
2019-08-14,67.0199966430664,65.3499984741211,66.58000183105469,65.58999633789062,3509700.0,64.68728637695312
2019-08-15,72.6500015258789,69.41999816894531,71.94000244140625,69.58999633789062,6701000.0,68.63223266601562
2019-08-16,71.18000030517578,68.95999908447266,69.9000015258789,71.08000183105469,3367100.0,70.10173034667969
2019-08-19,72.27999877929688,71.5,71.93000030517578,71.75,2050400.0,70.76251220703125
2019-08-20,72.26000213623047,71.0999984741211,71.41999816894531,71.12000274658203,2171200.0,70.14118194580078
2019-08-21,72.33000183105469,71.19000244140625,71.95999908447266,72.19999694824219,1897400.0,71.20631408691406
2019-08-22,72.7699966430664,71.25,72.44999694824219,71.73999786376953,1644000.0,70.75263977050781
2019-08-23,71.66999816894531,69.25,71.5,69.55000305175781,2990000.0,68.59278869628906
2019-08-26,70.63999938964844,68.79000091552734,70.11000061035156,69.63999938964844,1827300.0,68.6815414428711
2019-08-27,70.33000183105469,69.11000061035156,70.05000305175781,69.4800033569336,2032300.0,68.52375030517578
2019-08-28,70.26000213623047,68.80999755859375,69.26000213623047,69.94000244140625,1674000.0,68.97742462158203
2019-08-29,71.29000091552734,70.4800033569336,70.80999755859375,70.69999694824219,1611200.0,69.7269515991211
2019-08-30,72.44999694824219,70.81999969482422,71.44999694824219,71.11000061035156,2356400.0,70.13131713867188
2019-09-03,71.04000091552734,69.4800033569336,70.69999694824219,70.41000366210938,2227800.0,69.44095611572266
2019-09-04,71.22000122070312,69.95999908447266,70.94000244140625,70.86000061035156,1820600.0,69.88475799560547
2019-09-05,73.70999908447266,71.63999938964844,71.63999938964844,73.5199966430664,2997900.0,72.50814056396484
2019-09-06,74.37000274658203,73.69000244140625,73.69000244140625,74.27999877929688,3117600.0,73.2576904296875
2019-09-09,74.58999633789062,73.66999816894531,74.38999938964844,74.18000030517578,2996900.0,73.15907287597656
2019-09-10,75.02999877929688,73.29000091552734,73.5,74.7699966430664,2838000.0,73.7409439086914
2019-09-11,77.01000213623047,75.06999969482422,75.06999969482422,76.98999786376953,2805500.0,75.93038177490234
2019-09-12,78.08999633789062,76.70999908447266,77.01000213623047,77.56999969482422,4009800.0,76.50241088867188
2019-09-13,78.05000305175781,77.18000030517578,77.58999633789062,77.9000015258789,2673400.0,76.82786560058594
2019-09-16,77.43000030517578,76.45999908447266,77.31999969482422,77.1500015258789,2874500.0,76.08818054199219
2019-09-17,76.97000122070312,76.27999877929688,76.94999694824219,76.4000015258789,2716800.0,75.3485107421875
2019-09-18,77.56999969482422,75.75,76.36000061035156,77.56999969482422,1982600.0,76.50241088867188
2019-09-19,78.1500015258789,77.31999969482422,77.58000183105469,78.06999969482422,1743700.0,76.99552154541016
2019-09-20,78.73999786376953,77.91000366210938,78.22000122070312,77.97000122070312,4605500.0,76.89691162109375
2019-09-23,78.38999938964844,77.2699966430664,77.4800033569336,78.05999755859375,2217000.0,76.98565673828125
2019-09-24,78.38999938964844,75.63999938964844,78.29000091552734,75.97000122070312,4296700.0,74.92443084716797
2019-09-25,76.55999755859375,75.16000366210938,76.05000305175781,76.33000183105469,1739200.0,75.27946472167969
2019-09-26,76.95999908447266,76.08999633789062,76.44999694824219,76.5199966430664,1313300.0,75.46685791015625
2019-09-27,77.30999755859375,75.91999816894531,77.0199966430664,76.38999938964844,1639800.0,75.3386459350586
2019-09-30,77.11000061035156,76.33000183105469,76.37000274658203,76.62999725341797,1684600.0,75.7379379272461
2019-10-01,76.88999938964844,74.58999633789062,76.5,74.83999633789062,2189100.0,73.96878814697266
2019-10-02,74.54000091552734,72.9000015258789,74.31999969482422,73.3499984741211,1999400.0,72.49613189697266
2019-10-03,73.87999725341797,72.47000122070312,73.37999725341797,73.87000274658203,1869400.0,73.01007080078125
2019-10-04,75.91000366210938,74.05999755859375,74.08000183105469,75.87999725341797,1260800.0,74.99667358398438
2019-10-07,75.69000244140625,74.63999938964844,75.3499984741211,75.0999984741211,1048000.0,74.22575378417969
2019-10-08,73.97000122070312,71.7300033569336,73.97000122070312,72.48999786376953,3001900.0,71.64612579345703
2019-10-09,73.83999633789062,72.63999938964844,73.05000305175781,73.47000122070312,1499700.0,72.6147232055664
2019-10-10,74.43000030517578,73.43000030517578,73.43000030517578,74.0,1399900.0,73.13856506347656
2019-10-11,76.20999908447266,75.23999786376953,75.55000305175781,75.30000305175781,1200700.0,74.42343139648438
2019-10-14,75.80000305175781,74.98999786376953,75.18000030517578,75.18000030517578,829500.0,74.30482482910156
2019-10-15,76.36000061035156,75.68000030517578,75.80000305175781,75.75,844900.0,74.8681869506836
2019-10-16,75.87999725341797,74.95999908447266,75.30000305175781,75.2699966430664,2275500.0,74.3937759399414
2019-10-17,76.25,74.9000015258789,75.69000244140625,74.91999816894531,1650000.0,74.04784393310547
2019-10-18,74.81999969482422,73.7699966430664,74.0,74.56999969482422,2121900.0,73.7019271850586
2019-10-21,75.51000213623047,74.69000244140625,74.87999725341797,75.4800033569336,1641500.0,74.60133361816406
2019-10-22,76.33000183105469,74.63999938964844,75.68000030517578,74.69000244140625,1271800.0,73.8205337524414
2019-10-23,75.88999938964844,74.68000030517578,75.0199966430664,74.9800033569336,1778300.0,74.1071548461914
